Namespace(batch_size=32, epochs=75, loss='MSE', lr=0.001, optimiser='Adam', seed=12)
epoch,train_loss,val_loss
2,0.06683782166610025,0.06297653958201409
3,0.062014179840071564,0.059409908503293994
4,0.05927832103143,0.05823610052466392
5,0.05764975332438129,0.056326941698789594
6,0.055096372196527375,0.05367311403155327
7,0.054549117049534024,0.05259116679430008
8,0.05293933383814276,0.05072538875043392
9,0.05213976773905427,0.052540323734283446
10,0.05164994651528254,0.0495492197573185
11,0.050456601769140325,0.049393084421753886
12,0.05038139101577132,0.05067237228155136
13,0.04955282858381533,0.04918937742710114
14,0.04889349662379859,0.04762922018766403
15,0.04840224945586022,0.04852799192070961
16,0.047752330819629644,0.049052442759275436
17,0.047682905033843155,0.04598381541669369
18,0.04744858072738942,0.04650697514414787
19,0.04688608927065379,0.046404145658016205
20,0.046720806662350484,0.04640764936804771
21,0.04642238355662725,0.0452825803309679
22,0.04609793108211805,0.04483912833034992
23,0.04592284442831392,0.04543777987360954
24,0.045655351285248585,0.04418393015861511
25,0.045212300009515184,0.045045096203684805
26,0.04503998948796971,0.043621273413300514
27,0.0449399297980413,0.043993132561445235
28,0.04470944509216367,0.04400444261729717
29,0.04445428926854918,0.04425059914588928
30,0.04431934501618555,0.04533229246735573
