Namespace(batch_size=64, epochs=75, loss='MSE', lr=0.0001, optimiser='RMSprop', seed=12)
epoch,train_loss,val_loss
2,0.0911536548991461,0.08732960201226748
3,0.08500488303803108,0.07681873784615444
4,0.07877162078747878,0.0746536312194971
5,0.07528741778554143,0.07528923079371452
6,0.07346228711508415,0.06985772343782279
7,0.07303398988536887,0.07377278460906102
8,0.07077214474210868,0.06562307964150722
9,0.06935747642372106,0.0688826903127707
10,0.06902298532627724,0.06557794001239997
11,0.06761721944486773,0.06421860851920567
12,0.06667108179346935,0.06840181006835057
13,0.06638540619531193,0.06488152192189144
14,0.06576893247059874,0.06837130166017093
15,0.06494811177253723,0.06556714813296612
