Namespace(batch_size=256, epochs=75, loss='MSE', lr=1e-05, optimiser='RMSprop', seed=12)
epoch,train_loss,val_loss
2,0.15356473326683046,0.15262185037136078
3,0.14808824360370637,0.1444862298667431
4,0.13909537345170975,0.14224058389663696
5,0.13259852454066276,0.13845359161496162
6,0.1282856948673725,0.11849421449005604
7,0.13092041239142418,0.12481234967708588
8,0.12394142299890518,0.10853857360780239
9,0.12370766550302506,0.13132726959884167
10,0.12316760793328285,0.117026187479496
11,0.12042219564318657,0.10246446635574102
12,0.11780771464109421,0.12403987720608711
13,0.11684876456856727,0.11869920417666435
14,0.11725523695349693,0.10611942782998085
15,0.11281302869319916,0.12323476001620293
