Namespace(batch_size=64, epochs=75, loss='MSE', lr=0.0001, optimiser='Adam', seed=12)
epoch,train_loss,val_loss
2,0.10732833215513744,0.096843333198474
3,0.09264895178981729,0.08481941945277728
4,0.08422649832996162,0.07822103282580009
5,0.07714483464086377,0.07712269574403763
6,0.07387639833865939,0.07035997280707726
7,0.07302577894281696,0.07066412442005597
8,0.07080595235566835,0.06564185682397622
9,0.06958592753555323,0.0694561841396185
10,0.06859298201428878,0.06553397900783099
11,0.06702934276010539,0.06323069190749755
12,0.06608779668002515,0.0675139481631609
13,0.06525277265825787,0.06442280400257844
14,0.06478122782868308,0.06221025408460544
15,0.06377164808076781,0.06467929052618834
16,0.06324598213305345,0.06756626155513984
17,0.06341901008744498,0.059835709344882235
18,0.06280859116766904,0.05939054546447901
19,0.062080498885464026,0.06071398837062029
20,0.06226912885904312,0.061697629208748155
21,0.06147027941974434,0.05836914307796038
22,0.061311954078642095,0.058372679811257586
23,0.06133289000875241,0.05946424431525744
24,0.060872475541121254,0.05683125770435883
25,0.060546170013981895,0.05967655233465708
26,0.060154306123385556,0.05749129632917734
27,0.06048265623079764,0.057588896785791106
28,0.05948210940570445,0.058230543365845315
