Namespace(batch_size=256, epochs=75, loss='MSE', lr=0.001, optimiser='Adam', seed=12)
epoch,train_loss,val_loss
2,0.1071279600262642,0.10097603127360344
3,0.09681396707892417,0.08205362968146801
4,0.08682996928691863,0.08241037651896477
5,0.08040527328848839,0.08542845025658607
6,0.07517873123288155,0.06875046715140343
7,0.0763981282711029,0.07158634625375271
8,0.07120807617902755,0.058992932084947824
9,0.06982610821723938,0.07363555952906609
10,0.0695731908082962,0.06313282903283834
11,0.06699272394180297,0.05844585783779621
12,0.06578768976032734,0.07254098728299141
13,0.06521213054656982,0.06473279930651188
14,0.06514549292623997,0.05992638133466244
15,0.06298511549830436,0.06911293976008892
