Namespace(batch_size=64, epochs=75, loss='MSE', lr=1e-06, optimiser='RMSprop', seed=12)
epoch,train_loss,val_loss
2,0.18274742767617508,0.1798363717702719
3,0.17862687924423734,0.17788555988898644
4,0.17432695103658213,0.18436734607586494
5,0.17067602478169105,0.17153762166316694
6,0.1682509659109889,0.1624259427189827
7,0.16720044572611112,0.16300046329314893
8,0.16364867018686757,0.1586546519627938
9,0.16255476587527506,0.16182323144032404
10,0.16147752428376996,0.15677388470906478
11,0.15906781884464058,0.1511822474690584
12,0.15661112158685117,0.15721699022329771
13,0.15544848707882133,0.15321789108789885
14,0.15416136182643272,0.14910933146109948
15,0.15210777158672745,0.15395737611330473
16,0.15098157645882787,0.15491493619405305
17,0.1504603092734878,0.14337789725798827
18,0.14877158806130691,0.14485652515521416
19,0.14736854063498006,0.1484894804083384
20,0.1465051242628613,0.14635189336079818
21,0.144605134185907,0.1398948568564195
22,0.14392750649838834,0.13867309746833947
23,0.14234579737121994,0.13829598518518302
24,0.14107099819827723,0.1340331996862705
25,0.13929175364004598,0.1379749568609091
26,0.13812839823800163,0.13031131143753344
27,0.13723994469320452,0.13336298442803896
28,0.13463018290899895,0.13277714928755394
29,0.13471926285608396,0.13223243562074807
30,0.13294438232441205,0.13170653696243578
