Namespace(batch_size=128, epochs=75, loss='MSE', lr=0.0001, optimiser='Adam', seed=12)
epoch,train_loss,val_loss
2,0.1258215927763989,0.12189263637576785
3,0.11327286417547025,0.10069746417658669
4,0.09973991819118198,0.09466731761183057
5,0.09279982079016535,0.09474553700004305
6,0.08880548767353359,0.08331426020179476
7,0.08755247098834891,0.08221205856118884
8,0.08106349800762377,0.07125425525009632
9,0.07790171982426393,0.0788362090076719
10,0.07654203552948802,0.07173273765615054
11,0.07443185856467799,0.06770880413906914
12,0.0732851840163532,0.07697528281382152
13,0.07237326863564943,0.07089220626013619
14,0.07219687417933815,0.06811906131250518
15,0.07047173400458537,0.07346143467085701
