Namespace(batch_size=128, epochs=75, loss='MSE', lr=1e-05, optimiser='Adam', seed=12)
epoch,train_loss,val_loss
2,0.17066450103333122,0.16563755060945237
3,0.16202027703586377,0.1607077760355813
4,0.15479075359670738,0.1641006703887667
5,0.14956320508530266,0.15091702767780849
6,0.14464929464616275,0.13618958102805273
7,0.1413116494291707,0.13456112784998758
8,0.1328402341980683,0.12181486934423447
9,0.12871217217884565,0.13079456559249333
10,0.1256893143842095,0.12063236853906087
11,0.12235450823056071,0.11079703910010201
12,0.11956599001821719,0.12197196909359523
13,0.11796081183772338,0.11817934257643563
14,0.11722525993460103,0.11008695938757487
15,0.11397218037592738,0.11884873573269163
16,0.11173386558106072,0.12145753737006869
17,0.11117341173322577,0.10039909716163363
18,0.10899111942241066,0.10159629796232496
19,0.106125266536286,0.10239023608820778
20,0.10515625578792472,0.10470434597560338
21,0.10168313509539555,0.09314695000648499
22,0.10061664644040559,0.09269791362541062
23,0.09900607913732529,0.09513284691742488
24,0.09746681898832321,0.08790921792387962
25,0.09605079261880171,0.09549706322806222
26,0.09485277376676861,0.08563664129802159
27,0.09528675126402002,0.08708296450121063
28,0.09210216038321194,0.08975445585591453
29,0.0929181489505266,0.08945181752954211
30,0.09241437519851484,0.09275683122021812
