Namespace(batch_size=32, epochs=75, loss='MSE', lr=1e-06, optimiser='Adam', seed=12)
epoch,train_loss,val_loss
2,0.18637590375665117,0.1815863662958145
3,0.17970159486548543,0.17647723078727723
4,0.17366986466597203,0.17601462304592133
5,0.1685560019048926,0.16662530601024628
6,0.16444256615965333,0.15957383334636688
7,0.16126108659456853,0.15751304626464843
8,0.1573384553194046,0.1532734191417694
9,0.1546784476058124,0.1529367071390152
10,0.15222188279236834,0.14886757254600524
11,0.14949180104144633,0.14454394698143005
12,0.14684903233835142,0.1457906821370125
13,0.1446624657470886,0.1424382919073105
14,0.14245697059859969,0.13863121569156647
15,0.13975986675040364,0.13924340009689332
16,0.1374351844599802,0.13788349092006683
17,0.1354059640267124,0.13046820759773253
18,0.13308465970705632,0.12958670437335967
19,0.13094038169269692,0.1291733941435814
20,0.1294027230102722,0.12829843074083327
21,0.12758252075681947,0.12397873252630234
22,0.12653492411522016,0.12302785396575927
23,0.1252754396975857,0.12255295783281327
24,0.12409626804802516,0.11997583985328675
25,0.12292514578120349,0.12160148829221726
26,0.12191414884100221,0.11751031160354614
27,0.12125829597042032,0.11815379232168198
28,0.11974589689953687,0.11793500870466232
29,0.11938326275103713,0.11732661008834838
30,0.11847041751423927,0.11736830592155456
31,0.11817595628026413,0.11889775365591049
32,0.11741917682428883,0.1158958676457405
33,0.11664859276928313,0.11611574172973632
34,0.11569406939287709,0.11360057681798935
35,0.11474864399188185,0.11287059128284455
36,0.1137170183331999,0.1094230505824089
37,0.11289414457262378,0.11190978109836579
38,0.11217930616989527,0.10984201043844223
39,0.11149535715988237,0.11064338445663452
40,0.11053980468478922,0.11142704904079437
