Namespace(batch_size=32, epochs=75, loss='MSE', lr=0.0001, optimiser='RMSprop', seed=12)
epoch,train_loss,val_loss
2,0.0858191022113578,0.08055748581886292
3,0.07777908128010083,0.0795129807293415
4,0.0735041750722552,0.07035718262195587
5,0.07117848445291389,0.07117569133639336
6,0.06869630311449913,0.06571228966116906
7,0.06746699329312533,0.06504833117127419
8,0.06600638780079476,0.06246466919779778
9,0.06498824019138127,0.06700705394148826
10,0.06448957895579403,0.061888678073883055
11,0.06373093904901857,0.06070990160107612
12,0.06325455749892209,0.06511437654495239
13,0.06269665036911834,0.06124964371323585
14,0.06215352008808149,0.06332863464951516
15,0.06187153638225712,0.06281272888183594
