Namespace(batch_size=256, epochs=75, loss='MSE', lr=0.0001, optimiser='RMSprop', seed=12)
epoch,train_loss,val_loss
2,0.1172633022069931,0.11274379119277
3,0.10438185930252075,0.09293812699615955
4,0.09821748733520508,0.09193493984639645
5,0.0928283840417862,0.09791650250554085
6,0.09028107449412345,0.08470922149717808
7,0.0944005899131298,0.0882146991789341
8,0.08739739060401916,0.07637981791049242
9,0.08712919279932976,0.09004394337534904
10,0.08681938797235489,0.08260566927492619
11,0.08359623774886131,0.07077075261622667
12,0.08206820338964463,0.0917731374502182
13,0.08029100969433785,0.07848546653985977
14,0.08076412454247475,0.07232159655541182
15,0.0768481321632862,0.0840294249355793
