Namespace(batch_size=1, epochs=75, loss='MSE', lr=1e-06, optimiser='RMSprop', seed=12)
epoch,train_loss,val_loss
2,0.11755048516867986,0.10846195933585265
3,0.102744668405902,0.09592751754387248
4,0.09512150591958403,0.09184903234844652
5,0.09187031647794491,0.08909962089978349
6,0.08924952371916468,0.08660188304683135
7,0.08680255924767001,0.08428434613625221
8,0.08456322101223337,0.08219236200557252
9,0.08255772962724327,0.08033653936075677
10,0.08086555567607812,0.07883491584084427
11,0.07943365576064522,0.07751433198667561
12,0.07822529862007474,0.07646379573542818
13,0.07723594621736242,0.07562366807591885
14,0.07642274230017854,0.07488597662856367
15,0.07574096847157086,0.07422090082760736
16,0.07515837520901515,0.07367317324326421
17,0.07463305691955031,0.07321315149403579
18,0.07417808075961294,0.07273982540957456
19,0.07374721549934492,0.07246372868651739
20,0.07334958703822295,0.07195125747463166
21,0.07297225991831428,0.07160428995082768
22,0.07260836165457096,0.07122646322816516
23,0.07226821054564798,0.07091760417196466
24,0.07193754318683868,0.07059608867955405
25,0.07160723493720238,0.07028323098389332
26,0.07129217938537066,0.0699400146124248
27,0.0709985008567715,0.06964310149783809
28,0.07070123110573931,0.06935824716732801
29,0.07040742946842217,0.0690608259465316
30,0.07012418865886794,0.06881346838648375
31,0.0698466057659796,0.06850596915251767
32,0.06957166160493786,0.06829592722235436
33,0.06930475754182197,0.06797871295418084
34,0.06904803778301084,0.06778350448435816
35,0.06878955011074037,0.06747757693040264
36,0.06853352207613657,0.06720784865479894
37,0.0682881196224534,0.06696929737576189
38,0.06804574942343851,0.0667220659782772
39,0.06780621114019876,0.0664957784647224
40,0.06757646421099794,0.06626900477230348
41,0.06735028660302471,0.0661838236478344
42,0.06713014292289271,0.06591633877918418
43,0.0669167424397468,0.06562751168316168
44,0.06671172234330669,0.06547339188783825
45,0.06650881679722935,0.06523076658364965
46,0.06631714800812337,0.06505203444555394
47,0.06612510160932898,0.06489136492212298
48,0.06595236511460698,0.06470976644864626
49,0.0657761758882244,0.06459095670533398
50,0.065612246580332,0.0643991591512791
51,0.06544533588192253,0.064223258762555
52,0.06529311917705526,0.06413609215801856
53,0.06514375330870209,0.06393247816922194
54,0.06499267537468448,0.06387689130518426
55,0.06484856167372058,0.06366650198452388
56,0.06471518488651451,0.06352450806371053
57,0.06458360544677119,0.06343765411814735
58,0.06445871802815206,0.06327655917754439
59,0.0643300674414492,0.06328304183508089
60,0.06420836952946755,0.06303493520684349
61,0.06408432718918337,0.06292532220121486
62,0.0639679047398397,0.0628276622012241
63,0.06385686043729126,0.06270537120830127
64,0.06374416695362156,0.06260917969380639
65,0.06363817144148708,0.062499543684760565
66,0.06353149511473058,0.0623945969376995
