Namespace(batch_size=32, epochs=75, file=True, loss='CE', lr=1e-06, momentum=0.9, optimiser='RMSprop', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.6159443259239197,0.5001231602260044,0.24541104201793013,0.569723265171051
1,0.3032761216163635,0.8434788889699169,0.4575501921121288,0.36961045026779177
2,0.2895294725894928,0.8598285427341213,0.509452961207659,0.3322206211090088
3,0.23091211915016174,0.8528448525961343,0.5119968553716108,0.31393720746040343
4,0.2514370083808899,0.882116818118405,0.5666009869244899,0.3053180354833603
5,0.30172428488731384,0.8779502373237115,0.5516305604791611,0.30676606178283694
6,0.31567028164863586,0.878906943581321,0.5647149914690222,0.2882240551710129
7,0.31423500180244446,0.8988416201108462,0.6086152348512074,0.2845438480377197
8,0.21368741989135742,0.892496480570211,0.6029066468682063,0.26995045781135557
9,0.2279902547597885,0.8933658946644176,0.6039437498208401,0.26849944472312925
10,0.2890560030937195,0.8795728410993303,0.5807139318522115,0.26492697656154635
11,0.28905588388442993,0.8983602152242289,0.610568121332303,0.26111634612083434
12,0.21550284326076508,0.8952245935217127,0.6178934891319278,0.25667178869247437
13,0.3008183538913727,0.9016475528865665,0.631008605573592,0.25741487205028535
14,0.30900007486343384,0.8945372544325791,0.6130761639370262,0.2504394328594208
15,0.21343447268009186,0.8947976248604911,0.6204726113646917,0.2502808088064194
16,0.19793583452701569,0.8959552517184963,0.6212270673881517,0.2520032846927643
17,0.21945425868034363,0.8926664872602983,0.6130332506219343,0.25028107821941376
18,0.2650624215602875,0.8919572706346388,0.6124923744145635,0.24704105377197266
