Namespace(batch_size=128, epochs=75, file=True, loss='CE', lr=0.0001, momentum=0.9, optimiser='Adam', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.6221148371696472,0.20352602871981534,0.20352602871981534,0.6799193876130241
1,0.51118004322052,0.7467954957640016,0.3304417869203704,0.4637990381036486
2,0.35681018233299255,0.835520162210836,0.4881055354262565,0.35139888525009155
3,0.26077091693878174,0.8453059407023641,0.5212347994587846,0.30900542438030243
4,0.2643372714519501,0.8743960095690443,0.5689178282208478,0.2988869824579784
5,0.3071945607662201,0.893651412369369,0.6017719116107442,0.34244815366608755
6,0.3247595429420471,0.892529296875,0.6204339100840511,0.2814499799694334
7,0.29973867535591125,0.9043816504540382,0.6473671280207348,0.27409182701792034
8,0.19693449139595032,0.9063276216581271,0.6529573697797366,0.2503728973014014
9,0.21806800365447998,0.8953824328137683,0.6322631693203336,0.25478767497198923
10,0.24940098822116852,0.9010721181894278,0.6466698936707814,0.25149613193103243
11,0.2621936798095703,0.9096878844422179,0.6599629580893125,0.24998949042388371
12,0.19893303513526917,0.8881513917600954,0.6218444188891393,0.23899963710989272
13,0.2850629687309265,0.8896351405552455,0.6198825384839703,0.23673513957432338
14,0.29016393423080444,0.8761417735706676,0.5806521395662133,0.23905199553285325
15,0.20218141376972198,0.9064740069500812,0.6652671693532236,0.23403129620211466
16,0.17009861767292023,0.923883056640625,0.7050437286667133,0.29390259087085724
17,0.19770778715610504,0.9041562167080965,0.6563662016811739,0.23228966976915086
18,0.23552416265010834,0.9069559072519278,0.6675226139749605,0.23606107916150773
19,0.16002056002616882,0.9118486280565138,0.6792938434567521,0.23135785119874136
20,0.1575354039669037,0.9103813270469765,0.6821067675338987,0.2319951355457306
21,0.17760249972343445,0.9114351941393567,0.6849775401176028,0.23294126561709813
