Namespace(batch_size=64, epochs=75, file=True, loss='CE', lr=1e-06, momentum=0.9, optimiser='Adam', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.7155695557594299,0.21247677493405032,0.20093857291650746,0.6984165540108314
1,0.7272102236747742,0.21221464082792207,0.2014258016884126,0.6950922837624183
2,0.6815964579582214,0.21215566659902596,0.20179885536898573,0.6974235497988187
3,0.7123938202857971,0.21232174960049716,0.20208553786623368,0.6968564116037809
4,0.6803199648857117,0.21280150970855316,0.2023083557264897,0.6906842451829177
5,0.6898493766784668,0.21371136950207995,0.20250245057708366,0.689364818426279
6,0.6579038500785828,0.21489949412160106,0.20268232015500176,0.6999161518537081
7,0.7231019735336304,0.21643543986531047,0.20287081899548995,0.6906938048509451
8,0.7013922333717346,0.21888080943714489,0.20307781108820178,0.6984168887138367
9,0.6911208033561707,0.22192089526684253,0.20333013595775326,0.685333604996021
10,0.649250864982605,0.22590038745434254,0.20364466480504284,0.6827301383018494
11,0.6674410104751587,0.2308737024084314,0.2040359910446315,0.6811047058839065
12,0.6778864860534668,0.23790083055372363,0.2045526011812049,0.6830050486784714
13,0.7046564221382141,0.2492066222351867,0.20525849972139854,0.6774073609938989
14,0.6684306263923645,0.26262637051669036,0.20610489013696973,0.6688947540063125
15,0.6330932378768921,0.2807986965427151,0.20738044070409375,0.6618808003572317
16,0.7162886261940002,0.30682129302582184,0.21005001201609205,0.6540367970099816
17,0.6287709474563599,0.34151254629159905,0.21436175148216693,0.6352545343912565
18,0.6208314299583435,0.3965641170353084,0.22219495758154545,0.6186152467360864
19,0.6042397618293762,0.4669868766487419,0.23332334560760007,0.591807273718027
20,0.556032121181488,0.5395421610250102,0.24769155281075708,0.5645772814750671
21,0.573276937007904,0.6097485628995029,0.2640308960258648,0.5373486693088825
22,0.5023324489593506,0.6633154931006493,0.27933528796663737,0.5149703805263226
23,0.48543238639831543,0.6992679744571835,0.29212422303883534,0.5004985699286828
24,0.434533029794693,0.7319420158088982,0.3059753665872569,0.47191228774877697
25,0.4877398908138275,0.7507104056222098,0.31712257520809806,0.45705175629028905
26,0.39421939849853516,0.7664692073673397,0.32714633721117736,0.43963353679730344
27,0.41292211413383484,0.7701358349292309,0.3333207240636717,0.4310780396828285
28,0.4587085545063019,0.7840709537654728,0.3432968492758627,0.42627556736652666
29,0.46468180418014526,0.7936703570477375,0.35154445362282377,0.4133358849928929
30,0.37668919563293457,0.7999735448267553,0.358729823918465,0.4099816267306988
31,0.3991948962211609,0.799144814231179,0.3616874211802962,0.397906807752756
32,0.3751870095729828,0.8091858702820617,0.3719001731037263,0.39664462896493763
33,0.35740426182746887,0.8111438899845272,0.3763759915540776,0.3926261296639076
34,0.3418193459510803,0.8151398894074675,0.38351710429507474,0.38845213330709016
35,0.4116029739379883,0.8212381932642553,0.3903182906130945,0.38859243576343244
36,0.35528644919395447,0.8302931550261262,0.40258851335924306,0.3762605923872728
37,0.3140929937362671,0.8278568416446834,0.40257917610732874,0.3826040098300347
38,0.34720176458358765,0.8322077169046773,0.410944242920592,0.37617677679428685
39,0.34362709522247314,0.823766277362774,0.40734740888596455,0.37055731736696684
40,0.333464652299881,0.8253517448128044,0.4127464712343831,0.3666744071703691
41,0.47694486379623413,0.8324088753043831,0.4215497553478065,0.36797023048767674
42,0.3306387662887573,0.8395100383015422,0.43077808917904015,0.3889708908704611
43,0.3837619125843048,0.8355820296646712,0.4289210528748559,0.3540776784603412
44,0.3461665213108063,0.844499345259233,0.441725774289297,0.3551717744423793
45,0.4170979857444763,0.8376025905856839,0.43677162064930025,0.3626446471764491
46,0.41415315866470337,0.8419414569805195,0.44334808599565945,0.3568588036757249
47,0.2952656149864197,0.846094562480976,0.4511956977648198,0.35300732117432815
48,0.32377615571022034,0.8439894044554078,0.4516707637789623,0.3542344799408546
49,0.3533138334751129,0.8518326994660613,0.4617764722248756,0.3550148583375491
50,0.46384933590888977,0.8442009467583198,0.4568903453971984,0.3468625224553622
51,0.48408496379852295,0.8494235744724026,0.46473321010226154,0.3471435079207787
52,0.32016125321388245,0.8523984240247058,0.47050411514041474,0.3719836152516879
53,0.3377135396003723,0.8559290105646307,0.47722845362576627,0.34103354123922497
54,0.28426694869995117,0.8527853829520089,0.4754154538089267,0.33982592591872585
55,0.3290559649467468,0.8423617870776684,0.46329677495869453,0.334466610963528
56,0.33873021602630615,0.8505560342367593,0.47863480554714627,0.3383641609778771
57,0.27717214822769165,0.8515336470170455,0.4799481453082388,0.33696076503166783
58,0.31831324100494385,0.8535984584263393,0.48562361897729983,0.3319888412952423
59,0.36561092734336853,0.8487300526012074,0.48005454879622617,0.3387642204761505
60,0.30757075548171997,0.8548527903371043,0.4923808195854389,0.3327859892294957
61,0.28484228253364563,0.8609164745776684,0.5005159978749751,0.32933485278716457
62,0.39321818947792053,0.85616167737292,0.4978548483673582,0.3250782650250655
63,0.2718701958656311,0.8563922039874188,0.4988035765536227,0.32407858623908115
64,0.5503383874893188,0.8594465577757203,0.503561844310003,0.33118538902356076
65,0.44389066100120544,0.8603399103338069,0.5054788422266447,0.31967846476114714
66,0.2809785306453705,0.8552732987837358,0.49929166469787584,0.3272303640842438
67,0.32979831099510193,0.8553045495764001,0.5027540810257872,0.324563952592703
68,0.33036622405052185,0.8592066182718648,0.5094151014269139,0.33333858847618103
69,0.3265630006790161,0.8642842676732447,0.5178157284826354,0.32422130382978
70,0.26194387674331665,0.8628290349786932,0.5162514788718955,0.32254648208618164
71,0.2323240041732788,0.8573743944044238,0.5110053076638162,0.3208365234044882
72,0.2738044559955597,0.8619769009676846,0.5173233190896537,0.3208189102319571
73,0.3753041625022888,0.8612246426669035,0.518312964260236,0.3202255620406224
74,0.2544063329696655,0.8625916914506392,0.5198338160395806,0.3194501675092257
