Namespace(batch_size=1, epochs=75, file=True, loss='CE', lr=0.0001, momentum=0.9, optimiser='Adam', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.2057172805070877,0.8902138251762886,0.5951063342437131,0.2541527276205552
1,0.1855681985616684,0.9273812826577719,0.7123445362807674,0.23747806791941842
2,0.16142790019512177,0.9328152346920657,0.7298120897599699,0.21250998811288313
3,0.1488746702671051,0.9258553641183036,0.7137667275485139,0.2077723027775427
4,0.1377357393503189,0.9383313265713779,0.7461402013303631,0.21001497165045954
5,0.1891232430934906,0.9335075081168831,0.7250308659822453,0.1867477346114911
6,0.2439555674791336,0.932397342037845,0.7319448430247871,0.19146570813442979
7,0.07373350858688354,0.933780184659091,0.7345539752211442,0.1872451711107384
8,0.18615670502185822,0.9391996705686891,0.7550936481742017,0.1832693009963864
9,0.12752899527549744,0.926369387143618,0.7119797247070496,0.18927506163909838
10,0.3523191511631012,0.9432122564935065,0.7656899755541146,0.20325350855513438
11,0.03896301984786987,0.9362794554078734,0.7492019039977663,0.1932756077062774
12,0.12443989515304565,0.9336345920315037,0.7372900738847861,0.18659677097646446
13,0.8717225193977356,0.9356046404157367,0.7476635665761199,0.19247460063885558
14,0.11658695340156555,0.9284525883662236,0.7233965433796898,0.1900552633665986
15,0.06629640609025955,0.9274182406338778,0.7236503099144146,0.19884637348934428
