Namespace(batch_size=32, epochs=75, file=True, loss='CE', lr=1e-05, momentum=0.9, optimiser='RMSprop', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.4619045555591583,0.8541909155907569,0.47614887671627193,0.3520077049732208
1,0.2426520735025406,0.8810330279461749,0.5752115996132791,0.26166314601898194
2,0.1926387995481491,0.9158986277394481,0.6731956043257968,0.24309852600097656
3,0.17543253302574158,0.8904412207665382,0.6034801527875912,0.2329208141565323
4,0.1641000658273697,0.9265746277648134,0.7093898781003141,0.23728230953216553
5,0.20106148719787598,0.901931465446175,0.6325813467089961,0.22884561896324157
6,0.28097769618034363,0.929751983246246,0.7097748386850683,0.2275773113965988
7,0.2332952320575714,0.9170216746144481,0.6867692156455021,0.2140926516056061
8,0.13913193345069885,0.9213789704558137,0.6906189504914304,0.21739966034889222
9,0.15669015049934387,0.9260942929750913,0.7049873562983744,0.2068607270717621
10,0.1871851682662964,0.9308990082183441,0.7254851860779826,0.23397124588489532
11,0.21446852385997772,0.9191790494051847,0.682417332346595,0.21397626638412476
12,0.14408686757087708,0.9274191125646815,0.7043812735058724,0.21194107055664063
13,0.22476430237293243,0.928395853414164,0.7105417591641192,0.20894283652305604
14,0.20955249667167664,0.91892377184583,0.6882695726127798,0.1974657380580902
15,0.1525540053844452,0.9188366183986911,0.692217104888117,0.20610770106315612
