Namespace(batch_size=32, epochs=75, file=True, loss='CE', lr=1e-07, momentum=0.9, optimiser='RMSprop', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.7106456160545349,0.3177085777381798,0.1889660025191722,0.7019517016410828
1,0.7203443050384521,0.32463545365767044,0.19467287784024798,0.6912179136276245
2,0.676056444644928,0.3393267742999188,0.1979932099355698,0.6851011967658996
3,0.6918429136276245,0.355646445534446,0.20158543419162572,0.6776804113388062
4,0.6594162583351135,0.3758780739524148,0.20569342171904612,0.667011821269989
5,0.6637623906135559,0.39954027448381696,0.21044307826630487,0.6566078400611878
6,0.6378768682479858,0.4266831633332488,0.21573786639283973,0.6457705450057983
7,0.663327693939209,0.4543394608931108,0.2214749574025746,0.6310552287101746
8,0.6136171817779541,0.4901379077465503,0.2281045204230337,0.6180441474914551
9,0.5992072820663452,0.5223201206752233,0.23499564770134837,0.6006976413726807
10,0.5758334398269653,0.5530451588816457,0.24222393588983038,0.5844124364852905
11,0.566844642162323,0.5792725203873275,0.25006497439774467,0.5688016605377197
12,0.5575414299964905,0.611728301605621,0.25916573360555817,0.5519282174110413
13,0.5729562044143677,0.6408089575829444,0.26849936108327077,0.5341951751708984
14,0.5260941386222839,0.6640913926161729,0.2777403270430072,0.5152887654304504
15,0.491761714220047,0.6770502660181615,0.2855066407711103,0.4995324146747589
16,0.4947851002216339,0.7104315423346185,0.29865061822890226,0.4880995297431946
17,0.4811338186264038,0.7219985169249695,0.30728877707755314,0.4691988682746887
18,0.5008702874183655,0.7488767747755175,0.3209988996282862,0.4565496301651001
19,0.45251092314720154,0.7641280731597504,0.3316109388948926,0.4433345758914948
20,0.39393240213394165,0.7700075025682326,0.33923111800078853,0.429953807592392
21,0.44195953011512756,0.7852068021699979,0.35157951842745544,0.422140885591507
22,0.41131746768951416,0.7913487620167918,0.3597977559588992,0.4157876718044281
23,0.38228338956832886,0.8020072639762581,0.3705451679506809,0.42506237983703615
24,0.3613334894180298,0.8081625604010247,0.3788088938361098,0.3987546479701996
25,0.4114595055580139,0.8154037673752029,0.3884047460343996,0.3912874937057495
26,0.32570943236351013,0.8202290918919948,0.3965165944958548,0.38433549284935
27,0.3575892746448517,0.819700305492847,0.4004987240928612,0.3803985333442688
28,0.40997132658958435,0.8291939078987419,0.4119819392813042,0.3772250211238861
29,0.4258633553981781,0.8322967132964691,0.41856890619561654,0.37044291257858275
30,0.3263563811779022,0.8326906873034192,0.42339780645249997,0.3660601317882538
31,0.3557472229003906,0.836552349932782,0.4293087758881327,0.3601959526538849
32,0.3275788128376007,0.8417334420340402,0.4386177809987845,0.35920021414756775
33,0.3148730993270874,0.8394882202148437,0.4398409238355513,0.3559184288978577
34,0.3008488714694977,0.8410186767578125,0.4449182086198219,0.35298106908798216
35,0.3791327476501465,0.8440103902445211,0.4501765451712002,0.3516428208351135
36,0.31239384412765503,0.850518561028815,0.46207438324084793,0.34483800768852235
37,0.2846626341342926,0.8456934346781149,0.4574333330713596,0.34660645604133605
38,0.30537304282188416,0.8506968114283178,0.4663206815394943,0.3408940553665161
39,0.31298601627349854,0.8469210339831067,0.4656103461683263,0.3383306205272675
40,0.29817596077919006,0.8494578373896611,0.47139590161699635,0.336272087097168
41,0.4399099051952362,0.8533704683378145,0.479586635155759,0.33546597361564634
42,0.2955693304538727,0.8605373630275974,0.4894959822547515,0.3476121544837952
43,0.33655422925949097,0.8546103737571022,0.4834788294228579,0.3270539212226868
44,0.2985195815563202,0.8617821235161323,0.49584806669350556,0.3256945848464966
45,0.36268672347068787,0.8594356784572849,0.4946645559687015,0.32975435733795166
46,0.3766665756702423,0.863654476017147,0.501596190520111,0.3254562574625015
47,0.2614067792892456,0.862755990957285,0.5028858920937299,0.3224674189090729
48,0.276381254196167,0.8625875695959314,0.5059773443463257,0.32294843435287474
49,0.3147219717502594,0.8641685783088981,0.5082886187330634,0.32204593658447267
50,0.44895076751708984,0.864037967037845,0.5103693879048675,0.3177905333042145
51,0.4668399691581726,0.8652168571174919,0.5146830972052754,0.3165639364719391
52,0.27945196628570557,0.8687137554218243,0.5217991958629374,0.3292418360710144
53,0.3056352436542511,0.8643365240716315,0.516497512470539,0.31133459627628324
54,0.2421010136604309,0.8703562748896612,0.526194750807154,0.31233473122119904
55,0.28609827160835266,0.8671041117086039,0.5219730974791067,0.30766330659389496
56,0.30096086859703064,0.8683663702630378,0.5276328064102425,0.30949852108955384
57,0.2477797567844391,0.8714941049551035,0.532246250876276,0.30836652040481566
58,0.28528550267219543,0.8687862445781758,0.5307786519442993,0.30514577746391297
59,0.33667826652526855,0.8661996816659903,0.5275153862443405,0.3078000742197037
60,0.27234888076782227,0.8726338374150264,0.5406070211082369,0.30455677926540375
61,0.24919983744621277,0.8726272384841721,0.540949576260824,0.301364609003067
62,0.3447745144367218,0.8732685832234172,0.544459540489752,0.2996633893251419
63,0.23801477253437042,0.8691153390066965,0.5374724366199125,0.2988005131483078
64,0.5296673774719238,0.8771079125342431,0.5499813828502303,0.3016214698553085
65,0.4203203022480011,0.8796861326539671,0.554345549774528,0.29649926781654357
66,0.24648086726665497,0.8708920367352374,0.5402786412687993,0.29849570512771606
67,0.29594686627388,0.8762562739384638,0.5513264334720009,0.2977551567554474
68,0.289755254983902,0.8778261259004667,0.5560674817487578,0.301836394071579
69,0.29344800114631653,0.8759302510843648,0.5534853314320107,0.29619601368904114
70,0.23581655323505402,0.876989290311739,0.5545335161615292,0.29480603158473967
71,0.20651301741600037,0.8672523003119927,0.5415043343247709,0.29380789160728454
72,0.23966474831104279,0.8752172296697444,0.5545416153951916,0.2932038140296936
73,0.36148950457572937,0.8770742837484781,0.5591785976995998,0.29244350373744965
