Namespace(batch_size=256, epochs=75, file=True, loss='CE', lr=1e-06, momentum=0.9, optimiser='Adam', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.7168382406234741,0.20352602871981534,0.20352602871981534,0.6991053521633148
1,0.7229417562484741,0.20352602871981534,0.20352602871981534,0.6919201165437698
2,0.6818153262138367,0.20352602871981534,0.20352602871981534,0.7018204033374786
3,0.7111195921897888,0.20352602871981534,0.20352602871981534,0.7033668905496597
4,0.6812662482261658,0.20352602871981534,0.20352602871981534,0.6857431381940842
5,0.6911813616752625,0.20352602871981534,0.20352602871981534,0.6845292747020721
6,0.6597393155097961,0.20352602871981534,0.20352602871981534,0.7237944006919861
7,0.7258214950561523,0.20352602871981534,0.20352602871981534,0.6953722089529037
8,0.7072615027427673,0.20352602871981534,0.20352602871981534,0.7265038639307022
9,0.6983977556228638,0.20352602871981534,0.20352602871981534,0.6871706992387772
10,0.6549129486083984,0.20352602871981534,0.20352602871981534,0.6848899573087692
11,0.6766324639320374,0.20352602871981534,0.20352602871981534,0.6874290108680725
12,0.6913943886756897,0.20352602871981534,0.20352602871981534,0.705619677901268
13,0.7220830917358398,0.20352602871981534,0.20352602871981534,0.7024867832660675
14,0.6930895447731018,0.20352602871981534,0.20352602871981534,0.6927079260349274
15,0.6635542511940002,0.20352602871981534,0.20352602871981534,0.6979160159826279
16,0.7648653388023376,0.20352602871981534,0.20352602871981534,0.7033407837152481
17,0.6824798583984375,
