Namespace(batch_size=128, epochs=75, file=True, loss='CE', lr=1e-06, momentum=0.9, optimiser='RMSprop', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.695324718952179,0.20352602871981534,0.20352602871981534,0.6953796488898141
1,0.7198997139930725,0.20352602871981534,0.20352602871981534,0.6879159467560905
2,0.6639120578765869,0.2034957489410004,0.20338875242901627,0.6784650427954537
3,0.6395730376243591,0.3223581685648336,0.21622918134644312,0.6206740992409843
4,0.48912888765335083,0.671115171754515,0.27995237049183047,0.5064131404672351
5,0.47299665212631226,0.7751433929839692,0.3607756543971642,0.4837646314076015
6,0.47576239705085754,0.7636589149376014,0.3743376021770655,0.41729734199387686
7,0.46614760160446167,0.8345131019493202,0.4445959405759874,0.3931971405233656
8,0.36794641613960266,0.8342332517945922,0.4569398585746139,0.374807391847883
9,0.3453849256038666,0.8467744901582792,0.4733951766478945,0.3921780117920467
10,0.5030024647712708,0.8169762747628349,0.453670321981327,0.37425067169325693
11,0.40593236684799194,0.8470850164240057,0.4938225147819713,0.3702779156821115
12,0.3503572344779968,0.8380435894061993,0.48923326787371274,0.35698297194072176
13,0.3993736207485199,0.8559255822912439,0.5104384017786487,0.3544062674045563
14,0.41058847308158875,0.8484290779411019,0.5115107319722697,0.3459862002304622
15,0.33147522807121277,0.8367061862697849,0.4957104227903335,0.33948008503232685
16,0.286296010017395,0.8630826083096591,0.5385611517040103,0.3498215547629765
17,0.3522290587425232,0.8595663888113839,0.5305976646333995,0.3313083393233163
18,0.3922366499900818,0.8519825130314022,0.5206087286005779,0.3293126906667437
19,0.306226521730423,0.8671581912350345,0.5480994017511017,0.32210180163383484
20,0.2890271842479706,0.8632530113319298,0.5385906191997283,0.31386411828654154
21,0.3329765796661377,0.8746865805093345,0.5637086371281036,0.32307539667401997
22,0.3116798400878906,0.8678969346083604,0.5537511957997475,0.3255130648612976
23,0.2863260805606842,0.8689584112786627,0.5592720666015768,0.4166801869869232
24,0.27006012201309204,0.8651455965909091,0.552400507718163,0.3107974742140089
25,0.3267822861671448,0.8665959940328226,0.5583422341873558,0.3065492127622877
26,0.24897709488868713,0.8713015073305601,0.5675414565207664,0.307430271591459
27,0.30976641178131104,0.8547970858487216,0.5382954339178573,0.29978251244340626
28,0.34161701798439026,0.8671743417715098,0.5635231811269044,0.3066261623586927
29,0.31633803248405457,0.8623901565353592,0.5548461242889373,0.29718524643353056
30,0.2568007707595825,0.835189304104099,0.5214831837183622,0.3058800058705466
31,0.2860426604747772,0.8540678940810167,0.5401412923382533,0.28685761988162994
