Namespace(batch_size=32, epochs=75, file=True, loss='CE', lr=0.0001, momentum=0.9, optimiser='RMSprop', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.4183233678340912,0.8770362754920861,0.5735649067315808,0.32124356329441073
1,0.2749561667442322,0.9046958229758523,0.6315594517533069,0.28970123171806333
2,0.23080942034721375,0.9059925227970272,0.6482047562193456,0.2728850966691971
3,0.21722832322120667,0.874186726359578,0.5714156299797274,0.2674171108007431
4,0.18348757922649384,0.9060257156173904,0.6587376433066453,0.2549877423048019
5,0.21587936580181122,0.9294677536208908,0.7039777696242523,0.2765097308158875
6,0.2870181202888489,0.8838368007114955,0.589966202364998,0.2668392992019653
7,0.2625829577445984,0.9223550177239752,0.6954528092354412,0.24095237910747527
8,0.19124579429626465,0.9129545731977983,0.6653940270397125,0.23634857833385467
9,0.2114468216896057,0.9009599561815138,0.6264362172687178,0.2286808967590332
10,0.33979058265686035,0.8526776202313312,0.5568713823699089,0.2922362810373306
