Namespace(epochs=30, file=True, gamma=0.5, loss='LL', lr=1e-06, momentum=0.9, optimiser='Adam', scheduler=False, step_size=50, w_decay=5e-05)
epoch,loss,pixel_acc,IoU
0,0.9717554450035095,0.7192298740535588,19.80845142021186
1,0.47943881154060364,0.5013036455426897,23.75076927216645
2,0.4367726445198059,0.5289346620634005,24.81410438997936
3,0.3962815999984741,0.5740055431019176,26.372093733908393
4,0.3654731512069702,0.6305082989977552,28.01574519509497
5,0.4035758674144745,0.6382797340293983,28.92573181619047
6,0.38708221912384033,0.66790149242847,30.194712179488928
7,0.37496840953826904,0.7271693093436105,32.33173153801919
8,0.42060983180999756,0.7212605563077059,32.54300996763473
9,0.3583928644657135,0.763878245167918,34.16336403209082
10,0.4050067663192749,0.7575238909040178,34.47648401519655
11,0.2137405276298523,0.7950425185166397,36.627679647634835
12,0.9420480728149414,0.7904849609771332,36.25019842976748
13,0.4290427565574646,0.8104959413602755,37.96209130734604
14,0.17933285236358643,0.8132339081206879,38.636383305139056
15,0.3498941659927368,0.8333450416465858,39.71227981180946
16,0.30485719442367554,0.8189007697167334,40.152498056299144
17,0.31296199560165405,0.8295734653225193,40.775987427346195
18,0.27132105827331543,0.8276868101838347,42.54352030551313
19,0.31776782870292664,0.8354066031319755,43.07489688088256
20,0.6175813674926758,0.8382444010152446,44.502970828095016
21,0.24813422560691833,0.8407492650019658,45.71083816524018
22,0.9442033171653748,0.8402814344926314,46.293496332278366
23,0.2727534770965576,0.8529878789728338,48.07610376910395
24,0.27196604013442993,0.8562371984704749,48.875360295850676
25,0.6845903396606445,0.8524852455436409,49.00586743555942
26,0.1881777048110962,0.8485081561200031,48.81354297225924
27,0.2895711660385132,0.8476799853436359,49.30435874778345
28,0.2182164490222931,0.8595368917886312,50.83648948834698
29,0.22783097624778748,0.8649990874451476,51.38065528436444
