Namespace(epochs=50, file=True, gamma=0.5, loss='LL', lr=1e-07, momentum=0.0, optimiser='RMSprop', scheduler=False, step_size=50, w_decay=0.0)
epoch,loss,pixel_acc,IoU
0,0.9838989973068237,0.44575410818124744,15.347323073855698
1,0.9514623880386353,0.42805145065505784,15.938281656773773
2,0.9086635112762451,0.3982682711118227,16.63090480756468
3,0.8656790852546692,0.3554305931190392,17.452113555976787
4,0.7921780347824097,0.3130828213382077,17.990904180869354
5,0.7388865947723389,0.28283999554522626,18.38149345754607
6,0.6738467216491699,0.25484161872368355,19.04510161847547
7,0.6271545886993408,0.23521388660777698,19.630492534924628
8,0.6010422706604004,0.22555368596857245,19.998563256993396
9,0.57089763879776,0.22119411617130427,20.179178958819914
10,0.5582387447357178,0.21957465828239145,20.243608931874235
11,0.5277875661849976,0.21900318195293475,20.24068026272382
12,0.5343296527862549,0.21922795679662135,20.2232412103977
13,0.5430300235748291,0.2195822777686181,20.207621590746303
14,0.5628453493118286,0.21982073598093801,20.198482982452
15,0.5635692477226257,0.22038718879996957,20.194365139180064
16,0.5553261637687683,0.22034814512574827,20.1979499042586
17,0.510051965713501,0.2207701943137429,20.203231079487246
18,0.5416528582572937,0.22051955384093447,20.211070612047116
19,0.5105966329574585,0.22017870320902241,20.218743801492586
20,0.5100590586662292,0.21910942870301087,20.22285762697817
21,0.507351279258728,0.2189729170365767,20.22894262649022
22,0.508066713809967,0.21854932215306666,20.232334492224954
23,0.49997013807296753,0.21881921941583807,20.238764815767897
24,0.5147233009338379,0.21862787519182478,20.242018918100527
25,0.4983115494251251,0.21865299769810267,20.246194551179318
26,0.4952147901058197,0.21852366955249342,20.24865000137357
27,0.5072650909423828,0.21853388501452162,20.252164403450198
28,0.4951358735561371,0.21866912346381645,20.25586307913425
29,0.4966673254966736,0.21873408726283483,20.25942346738598
30,0.5008922219276428,0.2187066908006544,20.26246154869328
31,0.5817369222640991,0.21886338072937805,20.266901011939296
32,0.5028373599052429,0.21942774785029423,20.274820345233675
33,0.4819492697715759,0.21963227507355926,20.279566537022713
34,0.50629723072052,0.2200800709910207,20.28692051402112
35,0.5008652210235596,0.21976515534636262,20.28728053156527
36,0.4721514880657196,0.22055304886458757,20.297288108573504
37,0.499550461769104,0.22074916393725902,20.30226433738336
38,0.49132630228996277,0.2219950688349736,20.31639494877538
39,0.48669251799583435,0.22237077688241935,20.322651917213918
40,0.5366056561470032,0.22295047215053013,20.33073623790241
41,0.4798623323440552,0.22360411804991884,20.33944898761718
42,0.4830303192138672,0.22402831734000864,20.34581141651544
43,0.4576525092124939,0.22481106349400112,20.35561670519268
44,0.49343210458755493,0.22529841831752231,20.362242206902412
45,0.47504597902297974,0.22614045576615768,20.37287749233643
46,0.4809311032295227,0.22703568594796317,20.3835339188629
47,0.4831722378730774,0.22749242906446582,20.39076588751251
48,0.5058957934379578,0.22808960258186636,20.39920188972414
49,0.4907563328742981,0.22900112201641132,20.411156590150267
