Namespace(epochs=30, gamma=0.5, lr=1e-06, momentum=0.9, optimiser='Adam', scheduler=True, step_size=50, w_decay=5e-05)
epoch,loss,pixel_acc,IoU
0,0.5075668096542358,0.7026377095804586,0.30690958223813275
1,0.221474751830101,0.8761430963293299,0.5168621252985529
2,0.1843886822462082,0.8685879843575613,0.5253931623659412
3,0.17677754163742065,0.8963885022448255,0.5879802236949323
4,0.24927854537963867,0.8909673368776,0.581073832457493
5,0.20618325471878052,0.8993211126946784,0.614004512930944
6,0.20518164336681366,0.911174437287566,0.6370776328894339
7,0.18433254957199097,0.9074971533440924,0.6309303872713827
8,0.3063271939754486,0.9084053138633827,0.6353376409960134
9,0.15755422413349152,0.9153490487631265,0.6533594188141401
10,0.1394238919019699,0.9139959706888571,0.6583641131161446
11,0.13365817070007324,0.9176118330522017,0.6597574736933449
12,0.08502519130706787,0.911413826880517,0.6494153361532693
13,0.17686787247657776,0.9101555266937652,0.6412580649419937
14,0.11977207660675049,0.9158357248677835,0.6609488697911804
15,0.23222140967845917,0.9127044033694577,0.6530880603502591
16,0.16629479825496674,0.9200880323137556,0.6740525017293506
17,0.14291828870773315,0.9223348196450766,0.6807439961438403
18,0.1340969204902649,0.9117967035863307,0.656496768887264
19,0.18212413787841797,0.9197091734254516,0.6748759659493184
20,0.11006365716457367,0.9220474292705585,0.6799614576196314
21,0.09453542530536652,0.9231712935806868,0.6845298872056247
22,0.1168440505862236,0.9214592871727881,0.6821019646775253
23,0.14303085207939148,0.9238097599574497,0.6858859569110394
24,0.14310653507709503,0.9233877504026735,0.6821459992834384
25,0.12926049530506134,0.9252279653177633,0.6903571693940678
26,0.17452071607112885,0.9268269873284675,0.6926251309099194
27,0.11622221767902374,0.9154821123395648,0.6594717515761149
28,0.14682020246982574,0.925900124884271,0.6901192893541871
29,0.1329035609960556,0.9155119858778916,0.6639731895987231
