Namespace(epochs=30, file=True, gamma=0.5, loss='LL', lr=1e-06, momentum=0.9, optimiser='RMSprop', scheduler=False, step_size=50, w_decay=5e-05)
epoch,loss,pixel_acc,IoU
0,0.4532468318939209,0.8243593042547053,39.55302993247565
1,0.30816686153411865,0.5732148851667132,28.541212403739756
2,0.18745991587638855,0.688016415880872,33.776027721867095
3,0.2091669887304306,0.7499327374743177,37.88553674565837
4,0.25705739855766296,0.757952965079964,37.131784328846024
5,0.5453050136566162,0.7012492539046646,33.96043657488343
6,0.25696972012519836,0.5203999754670379,26.851348877446434
7,0.0551871657371521,0.4143264423717152,24.180066937066098
8,0.18150639533996582,0.5387961746810319,27.24775318004464
9,0.9959330558776855,0.3203551502970906,22.488804252539992
10,0.23737382888793945,0.40467109680175783,23.9415479930114
11,0.2281099557876587,0.42472218600186434,24.56919833175978
12,0.09723946452140808,0.4978588946453937,26.076065096471783
13,0.13495774567127228,0.3771273278570794,23.54733242842684
14,0.19838201999664307,0.5457862804462383,27.75212157939594
15,0.10792791843414307,0.5325211215328861,26.902238860403322
16,0.17681244015693665,0.5912525127460431,28.166298945417807
17,0.08173426985740662,0.5721245208343902,28.045282480413928
18,0.2065092921257019,0.37090307458654626,23.39649240020978
19,0.35852742195129395,0.5860012302150974,28.083452886853568
20,0.14576098322868347,0.5227639384083934,26.862260551434293
21,0.19212216138839722,0.5618451353791473,27.852666360241653
22,0.1541515588760376,0.6171943317760121,29.29217856356091
23,0.15651322901248932,0.5279028013155058,26.433340971298986
24,0.1079418957233429,0.5156491415841239,26.208033815703896
25,0.13523001968860626,0.5018251988794896,25.907095041220074
26,0.12767699360847473,0.5072959255862546,26.402236005575837
27,0.14373444020748138,0.44040513472123577,24.760558523249884
28,0.12274537235498428,0.5473709849568157,27.263652546922376
29,0.1234649121761322,0.5253229017381544,26.67578094233546
