Namespace(epochs=50, gamma=0.5, lr=1e-07, momentum=0.9, optimiser='RMSprop', scheduler=True, step_size=50, w_decay=5e-05)
epoch,loss,pixel_acc,IoU
0,0.4790768027305603,0.7364443196878805,0.31897151962818376
1,0.39874932169914246,0.866371268730659,0.5034670450978019
2,0.22769232094287872,0.8821655521145114,0.5493404225462583
3,0.21155038475990295,0.8924673551088804,0.5868366738481832
4,0.19220787286758423,0.89169999655191,0.5911835075224197
5,0.28832393884658813,0.903199307330243,0.6099702014974716
6,0.2319638580083847,0.911669718754756,0.633375384721496
7,0.21935994923114777,0.9052875072925122,0.6180436721216608
8,0.1280907243490219,0.9074523281741452,0.6304978955183475
9,0.20065593719482422,0.9174730573381696,0.6534311466258629
10,0.15396566689014435,0.9069738016500102,0.6307401470783229
11,0.1753804087638855,0.9115009951901126,0.650669091604059
12,0.18601679801940918,0.9128508679278485,0.6476484591512501
13,0.2184111624956131,0.9069074804132635,0.6362412252927157
14,0.24434195458889008,0.9142281618985263,0.6554989495051645
15,0.667159914970398,0.9076600656880961,0.6475068442133929
16,0.1299067586660385,0.9145441179151659,0.656411525175631
17,0.14363929629325867,0.9125064651687423,0.6529713861500999
18,0.05020742863416672,0.9111255100795201,0.6511878366025016
19,0.17501768469810486,0.9130165595512886,0.6577773637832655
20,0.14125968515872955,0.9210743544937728,0.6761452554552085
21,0.07687638700008392,0.9140246899096997,0.6596031781589156
22,0.14028719067573547,0.9208918633399071,0.6767087724657201
23,0.1423865705728531,0.9181453556209416,0.6697689400900607
24,0.14045661687850952,0.9250971955138367,0.690043507342124
25,0.17598949372768402,0.9215529256052785,0.6827957249979777
26,0.07411342114210129,0.9225412690794313,0.679612863734339
27,0.23581406474113464,0.9257913069291548,0.6953510899242179
28,0.17820468544960022,0.9186675926307579,0.673311646124067
29,0.13818342983722687,0.9261545206045175,0.6923298395518583
30,0.12496481090784073,0.925937642679586,0.696684637055933
31,0.09192612767219543,0.9162520321932706,0.6723141142034655
32,0.04549083858728409,0.9241335782137784,0.6890946875941097
33,0.17553052306175232,0.9255679192481103,0.6911945838439667
34,0.07453449070453644,0.9173965008227856,0.6714717749181367
35,0.06569033116102219,0.9305329062721946,0.7107405515110188
36,0.12447549402713776,0.9240720030549284,0.6902289280245956
37,0.13093556463718414,0.9173123991334593,0.6753377474650122
38,0.13766935467720032,0.9271576224983512,0.6994494295098181
39,0.1806527078151703,0.927122958294757,0.6974895303415622
40,0.12538357079029083,0.9298803453321581,0.7047137617846788
41,0.12099426984786987,0.9140818855979226,0.6647552339559306
42,0.1657339632511139,0.9230764512891894,0.6864844878626704
43,0.1525527387857437,0.9211746661694019,0.6865875479293465
44,0.18891176581382751,0.9293957945588347,0.7061414120460492
45,0.13582250475883484,0.9265459977187119,0.7001804646138932
46,0.039313554763793945,0.9306232056060395,0.7096943722765798
47,0.13760152459144592,0.930501432542677,0.7096924648876687
48,0.015461737290024757,0.9326534073074143,0.7128491080036651
49,0.15222713351249695,0.915613724349381,0.6735465015258045
