Namespace(epochs=25, gamma=0.5, lr=1e-05, momentum=0.9, optimiser='Adam', scheduler=False, step_size=50, w_decay=5e-05)
epoch,loss,pixel_acc,IoU
0,0.2588721215724945,0.8860775192062577,0.5762749742822272
1,0.16911748051643372,0.9196186759255149,0.6564843587085191
2,0.1586170345544815,0.927074214390346,0.6998704515411509
3,0.08822663128376007,0.9372454259302709,0.7253257259228606
4,0.09390227496623993,0.9341131581888571,0.7146541452071713
5,0.41799813508987427,0.9348234250948027,0.729861675240979
6,0.05289977416396141,0.9368628266569856,0.7279265679028886
7,0.06116315349936485,0.9416494691526734,0.7481888451770926
8,0.6130070686340332,0.9294092203115488,0.7090392022864485
9,0.3778569996356964,0.9316464362206397,0.7137367296461136
10,0.09808038175106049,0.9319438339827897,0.7144377092077279
11,0.09674639254808426,0.9406542790400517,0.7531384583631077
12,0.1443268060684204,0.9366663796561104,0.7334777315315925
13,0.08004509657621384,0.9386221798983487,0.7390892936519754
14,0.08409655839204788,0.9424013905710988,0.759002677279688
15,0.7764778733253479,0.9420212287407417,0.7536507221282319
16,0.12184947729110718,0.928046025858297,0.7007656748906954
17,0.07939162850379944,0.9410485849752055,0.7570005676638834
18,0.08414223045110703,0.9357072508180296,0.7321453021487969
19,0.09713040292263031,0.9340250436361734,0.7284876820334709
20,0.06869718432426453,0.9433960010479023,0.752880566754454
21,0.03320024907588959,0.9380039809586166,0.7416332614766371
22,0.02801039256155491,0.9442177017013748,0.7633541511754638
23,0.08670712262392044,0.9431839633297611,0.7593418966145232
24,0.029183022677898407,0.9435786705512506,0.7620885106955921
