Namespace(epochs=25, gamma=0.5, lr=1e-05, momentum=0.0, optimiser='RMSprop', scheduler=False, step_size=50, w_decay=0.0)
epoch,loss,pixel_acc,IoU
0,0.4182007908821106,0.9015100602979784,0.6195055487511825
1,0.17656788229942322,0.93317296412084,0.7038182585284394
2,0.12790697813034058,0.917584550535524,0.6741169293898033
3,0.1543893963098526,0.9297284906560724,0.7003581603016882
4,0.10659666359424591,0.9355550691678927,0.7249344104902019
5,0.14787143468856812,0.9346955138367492,0.7117718260914533
6,0.11635393649339676,0.9335569703733766,0.7168619208446001
7,0.051286160945892334,0.9392558754264534,0.7395428024894473
8,0.1005646139383316,0.937180690022258,0.7274570309610492
9,0.06257019191980362,0.9358257392784217,0.703267168769775
10,0.04572819918394089,0.9353864100072291,0.7331712237435618
11,0.1024506539106369,0.9359449361825918,0.7246537824390833
12,0.15896481275558472,0.925229278168121,0.7095393899344828
13,0.11241406202316284,0.9362963044798219,0.7467425755685052
14,0.11107538640499115,0.9308312056900618,0.7276325034345731
15,0.10943625867366791,0.934617213459758,0.7402323328037901
16,0.029071861878037453,0.9425730668105088,0.757325718374895
17,0.10892584919929504,0.9327935999090021,0.7326471622475575
18,0.07734277844429016,0.9417244898808467,0.7609763318193351
19,0.06619277596473694,0.9399014361492999,0.7452148746026603
20,0.08517134189605713,0.9348093800730519,0.7301869901526739
21,0.08391012251377106,0.921421377999442,0.6943040260296769
22,0.1011301577091217,0.9422140691187475,0.7619567012800449
23,0.09017473459243774,0.9230763026646205,0.6911339447793181
24,0.10089392960071564,0.9419862177464869,0.7525611742102881
