Namespace(epochs=50, gamma=0.1, lr=1e-07, momentum=0.9, optimiser='RMSprop', scheduler=True, step_size=30, w_decay=5e-05)
epoch,loss,pixel_acc,IoU
0,0.5085323452949524,0.7725323218803901,0.3222644911779822
1,0.30756956338882446,0.8624165324421672,0.48251572401549697
2,0.22800329327583313,0.8761123855392654,0.5362343797713907
3,0.25093045830726624,0.8844530724859857,0.5526004655682818
4,0.21455539762973785,0.8856196465430322,0.5585957403124127
5,0.2219177782535553,0.9084768617307984,0.6250087007960395
6,0.2187839150428772,0.9080834772679713,0.6213313039193321
7,0.23114901781082153,0.9090281053022905,0.6330516637052481
8,0.16723443567752838,0.8985359885475852,0.6030213840205675
9,0.16483502089977264,0.9085505547461572,0.6289261759545594
10,0.24199077486991882,0.9197219997257381,0.6644991490231645
11,0.13200385868549347,0.9174405977323458,0.6603627903777199
12,0.1544794887304306,0.9111237959428267,0.6357028714442546
13,0.12690851092338562,0.9236950515152572,0.6766901040993643
14,0.22095589339733124,0.9137822733296976,0.6514447917006437
15,0.14275631308555603,0.9178236280168806,0.6591583968791183
16,0.3695808947086334,0.8987785388896992,0.6157852007828191
17,0.17522074282169342,0.9207807565664317,0.6729166374454845
18,0.3553527295589447,0.9272041518966873,0.6894207125735782
19,0.12913332879543304,0.9191556014023818,0.6692339166264973
20,0.209976464509964,0.9252722455309583,0.6840566124746132
21,0.12286820262670517,0.9228998853014662,0.6777499804846885
22,0.07608678936958313,0.9207392903117391,0.6682774136978524
23,0.19274164736270905,0.9223712078936688,0.6812186094536447
24,0.17568615078926086,0.9206190134023691,0.6798575489050982
25,0.12971614301204681,0.9225994209190468,0.677845396153345
26,0.16110871732234955,0.9222204629476969,0.6792205670861088
27,0.11828223615884781,0.9271101963984502,0.6910984602393399
28,0.1637321263551712,0.9259636321625152,0.6887565315709403
29,0.13658541440963745,0.927983841338715,0.6965966921704806
30,0.16520604491233826,0.9225092702097707,0.6790838148831901
31,0.04610803723335266,0.9256825335614093,0.6897712332778433
32,0.1348886638879776,0.9243506790755631,0.684640191520339
33,0.09020523726940155,0.9247082450173117,0.6860063987450631
34,0.14437110722064972,0.9234195362437855,0.6814517893952154
35,0.12769703567028046,0.9259435331666624,0.6886839723724281
36,0.2069978564977646,0.923753446108335,0.6837237180557151
37,0.22860373556613922,0.9244837476061536,0.6858699627349109
38,0.12560077011585236,0.9250159920036019,0.6864259940503262
39,0.14882808923721313,0.924883423842393,0.6868432693835775
40,0.24815186858177185,0.9246273387562145,0.6868378847711026
41,0.14305147528648376,0.923060806076248,0.6814807073502807
42,0.13469929993152618,0.9234910395238307,0.6820140992963057
43,0.705443263053894,0.9235401847145774,0.6817480274712975
44,0.08926542848348618,0.9231527254178926,0.6817134576273611
45,0.05305251479148865,0.9255214393912972,0.6885177229775623
46,0.11698544770479202,0.9256068737475903,0.6906045181922192
47,0.14952720701694489,0.9249256431282341,0.6879783240710052
48,0.1206035315990448,0.924808779629794,0.6874211820648657
49,0.10543700307607651,0.9249371763947722,0.6886041087943123
